STN,YYYYMMDD,TG,TN,TX,T10N,SQ,SP,Q,DR,UG,UX,UN
260,20181108,92,40,137,3,78,85,654,0,83,97,64
260,20181109,90,58,112,41,30,33,400,0,87,92,82
260,20181110,116,93,134,83,1,1,178,55,90,96,82
260,20181111,114,82,134,70,4,4,209,38,87,98,77
260,20181112,100,85,117,72,2,2,176,74,95,98,88
260,20181113,102,81,132,72,65,73,501,4,86,95,72
260,20181114,80,38,132,4,77,87,537,0,90,99,73
260,20181115,69,31,128,21,72,81,538,0,88,98,70
260,20181116,34,6,77,-24,20,23,216,0,96,100,84
260,20181117,41,10,91,-13,75,86,556,0,79,93,63
260,20181118,29,-14,78,-23,70,81,531,0,69,88,43
260,20181119,49,28,69,19,2,2,173,1,80,90,73
260,20181120,34,26,44,20,0,0,59,0,73,82,64
260,20181121,34,18,53,12,3,4,254,5,81,87,75
260,20181122,32,17,43,5,2,2,159,0,84,91,81
260,20181123,32,-8,69,-25,20,24,307,0,88,98,76
260,20181124,24,6,35,1,0,0,101,0,94,99,90
260,20181125,34,19,47,15,0,0,95,0,93,96,90
260,20181126,49,35,60,33,0,0,90,0,86,92,80
260,20181127,33,14,52,1,0,0,133,0,86,94,80
260,20181128,61,28,95,23,0,0,90,54,91,97,83
260,20181129,102,95,112,93,0,0,89,112,87,97,75
260,20181130,96,63,116,55,16,20,236,0,83,92,76
260,20181201,77,57,96,48,6,7,215,72,92,97,83
260,20181202,120,96,132,95,0,0,61,112,95,98,88
260,20181203,114,74,133,63,13,16,217,33,88,95,81
260,20181204,48,2,96,-17,58,72,350,4,85,98,62
260,20181205,55,17,84,1,0,0,136,47,93,98,85
260,20181206,111,84,123,83,0,0,70,60,95,98,88
260,20181207,100,71,118,63,0,0,44,116,89,97,70
260,20181208,91,67,112,62,0,0,90,80,81,96,67
260,20181209,81,55,100,47,18,23,188,76,81,93,72
260,20181210,55,36,77,20,24,31,204,24,81,89,64
260,20181211,39,-9,77,-25,27,34,239,2,88,98,76
260,20181212,8,-29,43,-45,0,0,167,0,90,98,74
260,20181213,8,-8,25,-19,65,83,360,0,89,97,79
260,20181214,9,-8,33,-18,64,82,382,0,86,96,72
260,20181215,3,-11,8,-11,0,0,106,7,73,94,62
260,20181216,14,-10,33,-11,0,0,90,27,98,100,93
260,20181217,56,24,84,24,0,0,88,63,94,100,82
260,20181218,64,44,79,37,20,26,182,0,87,97,72
260,20181219,74,55,98,49,6,8,129,5,86,95,72
260,20181220,75,54,87,46,0,0,76,20,90,95,84
260,20181221,97,74,123,72,0,0,47,101,90,98,73
260,20181222,96,89,108,82,3,4,127,40,85,95,78
260,20181223,71,54,89,49,0,0,67,126,95,98,85
260,20181224,57,32,84,15,50,65,355,0,87,97,68
260,20181225,56,37,75,29,22,28,219,0,77,83,68
260,20181226,40,15,53,6,0,0,91,0,89,93,84
260,20181227,8,-27,48,-46,21,27,243,0,90,98,73
260,20181228,23,-31,54,-48,0,0,46,0,95,98,92
260,20181229,79,54,109,52,0,0,57,11,88,98,72
260,20181230,85,62,95,52,0,0,112,48,90,98,78
260,20181231,89,77,100,76,3,4,137,7,93,97,87
260,20190101,77,55,94,45,11,14,177,20,77,97,58
260,20190102,54,41,69,36,9,11,160,4,74,83,60
260,20190103,40,24,66,3,30,38,296,0,86,95,68
260,20190104,51,19,65,8,0,0,39,0,86,98,78
260,20190105,70,57,80,51,0,0,71,8,87,98,78
260,20190106,61,31,75,10,7,9,174,0,83,93,75
260,20190107,67,4,102,-14,0,0,81,12,91,98,75
260,20190108,71,37,85,31,2,3,132,23,76,86,69
260,20190109,49,32,72,20,65,81,435,3,74,84,59
260,20190110,30,-2,54,-14,0,0,128,53,87,98,71
260,20190111,68,38,86,37,0,0,125,50,95,100,88
260,20190112,76,64,88,61,0,0,62,59,88,97,76
260,20190113,89,79,100,76,0,0,58,67,87,97,75
260,20190114,51,23,84,11,48,59,376,18,82,92,66
260,20190115,64,24,84,12,7,9,185,0,87,94,81
260,20190116,61,43,77,39,0,0,101,53,88,94,80
260,20190117,29,1,47,-11,17,20,195,46,91,95,80
260,20190118,-4,-39,46,-56,60,72,440,0,91,100,69
260,20190119,-14,-37,19,-53,51,61,453,0,87,100,72
260,20190120,-26,-64,29,-89,73,86,548,0,80,98,46
260,20190121,-19,-81,48,-107,75,88,559,0,86,96,69
260,20190122,-17,-34,-6,-47,2,2,133,65,89,97,75
260,20190123,-10,-33,0,-60,0,0,190,0,87,93,80
260,20190124,-20,-25,-11,-29,0,0,204,0,83,86,79
260,20190125,8,-28,72,-27,0,0,150,39,96,99,87
260,20190126,72,66,77,63,0,0,115,42,91,96,82
260,20190127,58,39,74,37,8,9,161,105,89,96,77
260,20190128,39,4,63,-19,16,18,309,45,84,94,60
260,20190129,16,0,42,-23,75,84,541,0,81,95,66
260,20190130,7,-3,24,-10,12,13,323,52,87,98,71
260,20190131,-11,-27,9,-44,0,0,145,0,97,100,92
260,20190201,8,-11,21,-13,0,0,176,20,96,98,86
260,20190202,16,-3,24,-12,0,0,160,57,96,99,95
260,20190203,18,-27,67,-47,69,75,645,0,87,100,64
260,20190204,21,-1,36,-8,0,0,175,84,87,96,73
260,20190205,40,28,53,21,0,0,128,3,95,98,89
260,20190206,51,27,71,19,0,0,115,172,93,98,78
260,20190207,78,60,99,52,50,53,567,66,80,97,62
260,20190208,80,55,99,53,0,0,151,60,86,94,77
260,20190209,87,71,103,65,47,49,493,0,73,82,64
260,20190210,64,37,96,36,2,2,115,158,92,98,79
260,20190211,51,11,90,-20,65,67,597,9,82,94,63
260,20190212,53,-8,94,-27,56,58,677,0,84,97,69
260,20190213,58,16,87,-1,24,24,315,0,82,93,73
260,20190214,45,3,121,-28,87,88,867,0,80,96,55
260,20190215,62,7,143,-31,87,88,953,0,69,95,43
260,20190216,58,2,133,-31,88,88,879,0,81,100,63
260,20190217,67,-4,151,-33,86,86,876,0,75,100,47
260,20190218,72,9,146,-22,89,88,877,4,78,99,60
260,20190219,73,53,105,42,49,48,634,0,82,91,64
260,20190220,78,49,118,39,61,60,822,0,74,89,59
260,20190221,82,52,114,40,4,4,388,46,90,98,78
260,20190222,91,56,115,32,0,0,333,0,92,98,83
260,20190223,69,22,124,-8,92,88,1084,0,79,98,58
260,20190224,61,-17,147,-37,93,88,1111,0,67,93,40
260,20190225,73,-6,183,-30,93,88,1133,0,67,96,33
260,20190226,78,-8,189,-28,95,89,1119,0,74,98,38
260,20190227,95,9,183,-22,97,91,1170,0,70,98,42
260,20190228,77,11,122,-16,34,32,614,30,90,98,76
260,20190301,63,36,90,16,0,0,225,5,87,99,73
260,20190302,82,32,123,15,24,22,619,2,86,97,67
260,20190303,112,96,129,94,0,0,137,82,85,95,73
260,20190304,88,56,129,55,50,45,838,19,72,88,58
260,20190305,75,49,109,29,84,76,1085,8,74,90,55
260,20190306,100,71,123,68,0,0,296,34,81,97,67
260,20190307,92,70,118,68,57,51,842,82,78,96,63
260,20190308,78,60,103,62,57,50,877,31,74,92,56
260,20190309,88,63,111,62,25,22,520,41,76,96,65
260,20190310,58,28,104,27,2,2,217,128,85,98,62
260,20190311,54,27,81,3,42,36,755,14,73,84,61
260,20190312,68,36,96,19,1,1,395,44,73,91,54
260,20190313,73,53,96,47,18,15,361,40,77,89,71
260,20190314,82,63,112,61,6,5,330,73,79,94,68
260,20190315,95,64,131,64,1,1,361,55,80,97,63
260,20190316,100,68,115,67,1,1,325,74,77,96,64
260,20190317,71,47,110,38,79,66,1108,50,74,90,56
260,20190318,51,-13,95,-33,69,58,1056,11,76,98,52
260,20190319,47,-24,121,-47,61,51,1123,0,84,98,60
260,20190320,91,29,119,7,0,0,488,0,88,99,81
260,20190321,81,35,120,13,2,2,745,0,89,100,75
260,20190322,95,37,173,23,65,53,1278,0,86,100,45
260,20190323,81,14,114,-9,25,20,601,0,83,98,60
260,20190324,55,-13,110,-36,88,71,1462,0,77,100,52
260,20190325,77,53,97,51,38,30,889,10,73,86,61
260,20190326,73,24,102,-2,18,14,732,0,75,90,57
260,20190327,93,59,131,42,47,37,1053,0,74,94,58
260,20190328,85,29,112,9,2,2,473,0,87,99,73
260,20190329,90,3,171,-20,110,86,1783,0,77,100,47
260,20190330,112,39,183,12,85,66,1543,0,74,98,52
260,20190331,82,33,125,23,78,61,1529,0,71,96,48
260,20190401,71,5,145,-10,120,93,1973,0,63,89,37
260,20190402,93,24,155,-8,40,31,949,32,79,94,58
260,20190403,61,21,95,0,37,28,965,18,86,99,68
260,20190404,56,9,103,-16,25,19,970,0,83,100,60
260,20190405,78,0,128,-28,95,72,1761,0,75,98,42
260,20190406,106,75,151,59,35,26,993,0,80,94,58
260,20190407,151,84,209,53,89,67,1660,0,60,94,36
260,20190408,143,75,215,41,95,71,1733,0,57,86,24
260,20190409,96,50,149,39,119,88,2019,0,62,86,39
260,20190410,60,20,109,10,125,92,2241,0,58,74,38
260,20190411,61,2,108,-13,109,80,2003,0,58,86,40
260,20190412,53,13,94,-4,69,51,1342,0,59,79,44
260,20190413,29,-11,76,-33,102,74,1871,0,74,91,45
260,20190414,55,-3,110,-20,92,67,1892,0,68,93,40
260,20190415,106,42,167,19,113,82,1987,0,61,86,36
260,20190416,125,62,182,45,117,84,2039,0,53,92,37
260,20190417,127,67,159,38,32,23,964,0,76,94,66
260,20190418,163,105,216,81,107,76,2141,0,45,58,35
260,20190419,174,109,239,65,130,92,2262,0,42,59,25
260,20190420,174,88,244,42,132,93,2297,0,44,77,21
260,20190421,151,56,241,10,132,93,2297,0,52,85,27
260,20190422,170,51,248,20,128,89,2290,0,47,98,25
260,20190423,157,95,207,81,102,71,1872,0,52,74,43
260,20190424,167,102,249,89,79,55,1845,35,66,94,33
260,20190425,122,84,175,73,32,22,1151,19,79,94,57
260,20190426,127,88,174,65,60,41,1746,0,70,91,44
260,20190427,98,67,136,57,16,11,938,48,77,92,60
260,20190428,92,50,139,22,18,12,1113,5,82,98,55
260,20190429,104,20,160,-2,120,81,2322,0,77,99,50
260,20190430,106,61,124,39,0,0,482,0,82,94,77
260,20190501,91,39,139,12,62,42,1854,0,80,99,60
260,20190502,93,26,142,-1,53,35,1116,29,87,100,68
260,20190503,80,48,111,46,35,23,1310,48,72,90,49
260,20190504,65,27,102,8,102,68,2009,7,71,93,47
260,20190505,67,29,117,8,49,32,1547,8,76,96,48
260,20190506,66,11,114,-10,16,11,1091,1,80,98,60
260,20190507,81,19,127,0,27,18,1194,3,74,98,53
260,20190508,102,75,140,59,32,21,916,11,77,95,60
260,20190509,124,68,177,54,110,72,2280,17,76,95,57
260,20190510,105,67,141,48,35,23,1336,8,74,96,53
260,20190511,96,50,144,35,122,79,2536,0,68,90,48
260,20190512,95,32,146,7,126,81,2450,0,66,94,43
260,20190513,94,4,152,-23,134,86,2816,0,62,99,32
260,20190514,108,26,165,2,129,83,2717,0,65,97,40
260,20190515,121,42,175,10,140,89,2796,0,53,91,28
260,20190516,118,42,177,12,75,48,2070,0,60,84,35
260,20190517,120,89,154,79,9,6,1028,0,75,91,60
260,20190518,155,90,211,76,101,64,2373,0,75,98,50
260,20190519,151,118,210,106,60,38,2015,0,85,97,67
260,20190520,133,115,160,115,0,0,719,0,90,98,80
260,20190521,118,109,132,109,0,0,378,0,91,98,79
260,20190522,133,61,191,36,103,64,2327,0,68,97,41
260,20190523,150,57,216,25,145,90,2749,0,62,97,25
260,20190524,150,85,219,59,130,81,2726,0,64,95,32
260,20190525,134,65,189,37,67,42,2072,0,74,99,54
260,20190526,159,76,206,49,28,17,1590,35,78,98,55
260,20190527,143,105,180,84,96,59,1951,0,70,95,49
260,20190528,111,47,155,22,60,37,1429,57,82,97,52
260,20190529,130,25,189,0,133,82,2807,0,65,99,40
260,20190530,168,128,219,126,24,15,1079,7,79,97,61
260,20190531,172,115,204,82,52,32,1805,0,73,90,57
260,20190601,189,97,257,70,138,84,2784,0,70,98,42
260,20190602,226,128,304,103,118,72,2619,0,59,97,32
260,20190603,176,136,194,120,16,10,1282,0,67,83,53
260,20190604,185,90,244,65,55,33,1870,10,70,97,38
260,20190605,162,116,195,116,15,9,887,24,84,98,66
260,20190606,147,105,190,79,96,58,2280,27,74,98,47
260,20190607,155,86,223,61,63,38,1841,8,71,97,48
260,20190608,144,115,183,110,65,39,1336,16,67,86,47
260,20190609,153,100,198,85,65,39,2173,0,69,87,47
260,20190610,178,137,224,130,59,35,1949,8,72,95,59
260,20190611,156,121,199,99,79,47,2152,6,74,94,50
260,20190612,140,96,177,66,32,19,792,44,87,98,72
260,20190613,142,106,184,86,49,29,1652,13,79,94,55
260,20190614,170,98,239,74,95,57,2309,7,77,98,52
260,20190615,158,116,197,94,27,16,1203,47,85,98,65
260,20190616,170,112,216,85,99,59,2243,1,76,100,54
260,20190617,192,107,255,84,138,82,2676,0,70,100,43
260,20190618,207,130,272,111,93,56,2304,0,70,97,44
260,20190619,187,145,260,116,56,33,1516,28,83,96,58
260,20190620,168,118,203,85,66,39,1767,1,78,95,57
260,20190621,154,89,203,59,101,60,2103,0,72,95,47
260,20190622,169,76,228,46,122,73,2477,0,68,97,48
260,20190623,226,126,285,101,125,75,2760,0,58,88,42
260,20190624,252,192,310,161,124,74,2802,0,61,94,43
260,20190625,263,195,332,167,85,51,2377,0,65,88,44
260,20190626,191,159,229,156,67,40,1774,0,79,91,64
260,20190627,164,128,204,109,143,85,3036,0,71,84,61
260,20190628,182,128,243,110,114,68,2843,0,67,84,49
260,20190629,226,127,311,87,153,92,3023,0,61,93,27
260,20190630,207,141,240,111,124,74,2639,0,64,91,54
260,20190701,180,143,209,108,105,63,2210,0,67,91,51
260,20190702,173,117,217,88,120,72,2707,0,62,87,42
260,20190703,150,88,202,53,87,52,2009,0,66,94,42
260,20190704,164,66,228,40,140,84,2814,0,65,97,43
260,20190705,188,124,232,101,114,69,2708,0,63,92,44
260,20190706,164,113,229,94,54,33,1669,25,80,96,59
260,20190707,140,78,181,52,54,33,1668,0,71,97,50
260,20190708,138,79,167,51,35,21,1318,3,73,92,60
260,20190709,147,69,204,45,139,84,2731,0,65,97,40
260,20190710,147,88,187,69,2,1,950,50,81,96,47
260,20190711,188,137,238,120,58,35,1930,0,76,97,54
260,20190712,168,131,205,115,27,16,1102,33,87,98,77
260,20190713,168,145,197,139,16,10,1119,13,81,95,69
260,20190714,157,137,193,134,30,18,1392,2,75,89,61
260,20190715,155,134,185,131,19,12,1278,0,75,91,65
260,20190716,157,108,191,87,21,13,1001,0,77,97,63
260,20190717,175,87,248,70,113,70,2697,0,75,98,46
260,20190718,190,152,227,133,36,22,1626,8,74,91,55
260,20190719,194,141,243,124,59,37,2062,0,74,97,47
260,20190720,194,163,236,147,47,29,1192,31,76,93,60
260,20190721,185,135,226,120,80,50,2087,0,71,95,48
260,20190722,206,139,264,126,119,74,2563,0,71,96,50
260,20190723,241,131,319,111,149,93,2724,0,64,98,36
260,20190724,264,166,364,139,133,83,2558,0,60,93,29
260,20190725,288,166,375,148,129,81,2492,0,57,98,27
260,20190726,288,223,372,214,111,70,2456,0,50,78,23
260,20190727,228,185,288,181,84,53,2133,5,76,94,52
260,20190728,195,163,242,148,23,15,1153,0,83,94,68
260,20190729,194,139,251,106,113,72,2292,0,72,97,45
260,20190730,218,123,278,93,127,81,2401,0,59,95,34
260,20190731,181,158,211,145,59,38,1393,4,74,86,67
260,20190801,183,153,226,137,54,35,1392,9,79,92,64
260,20190802,183,144,214,129,39,25,1145,20,85,94,71
260,20190803,176,124,214,97,19,12,1227,0,80,98,60
260,20190804,191,109,250,83,81,53,2197,0,75,99,51
260,20190805,207,172,244,148,63,41,1882,0,72,92,51
260,20190806,191,156,236,131,65,43,1691,0,70,93,51
260,20190807,191,162,230,155,101,66,1995,9,69,83,47
260,20190808,185,131,236,107,89,59,1892,2,71,92,46
260,20190809,199,133,242,106,17,11,635,33,82,94,73
260,20190810,202,170,237,159,95,63,1712,1,63,83,43
260,20190811,182,151,216,134,63,42,1600,0,66,78,51
260,20190812,160,130,217,126,69,46,1489,47,82,97,52
260,20190813,146,103,184,83,78,53,1597,47,79,96,58
260,20190814,164,109,211,87,61,41,1741,50,75,94,53
260,20190815,172,122,208,89,37,25,1254,24,83,96,66
260,20190816,174,101,215,73,51,35,1561,17,76,97,60
260,20190817,174,156,192,138,8,5,485,43,88,93,79
260,20190818,168,147,199,137,31,21,870,4,81,92,65
260,20190819,164,135,210,128,79,55,1682,1,75,90,52
260,20190820,155,93,205,64,91,63,1677,0,75,98,49
260,20190821,153,81,225,49,130,91,2188,0,75,98,39
260,20190822,162,80,239,50,126,88,2205,0,74,98,46
260,20190823,176,88,259,53,121,85,2171,0,69,98,33
260,20190824,200,104,297,74,130,92,2185,0,68,96,28
260,20190825,212,113,313,85,123,87,2118,0,64,98,26
260,20190826,234,135,310,111,114,81,1951,0,66,98,43
260,20190827,240,158,328,136,106,76,1937,0,70,96,39
260,20190828,223,166,276,139,41,29,1415,0,73,94,49
260,20190829,185,107,226,75,58,42,1433,0,77,98,51
260,20190830,165,96,234,66,110,80,1894,0,79,99,51
260,20190831,196,93,281,66,100,73,1853,0,71,98,38
260,20190901,164,120,206,100,60,44,1400,0,66,90,47
260,20190902,159,103,208,65,88,65,1602,0,63,90,42
260,20190903,162,111,202,77,13,10,574,0,77,92,61
260,20190904,150,111,178,81,26,19,565,23,87,98,72
260,20190905,134,65,174,37,79,59,1391,8,76,97,56
260,20190906,140,66,185,37,29,22,1081,24,73,95,50
260,20190907,138,101,179,84,52,39,1123,25,88,98,73
260,20190908,129,69,182,46,102,77,1770,0,78,98,52
260,20190909,114,52,180,27,90,69,1474,0,78,99,44
260,20190910,124,52,193,32,42,32,1247,0,80,98,45
260,20190911,149,92,175,70,3,2,363,63,91,99,79
260,20190912,184,142,219,128,55,43,1146,0,81,99,63
260,20190913,165,93,210,67,79,61,1504,13,79,97,57
260,20190914,132,69,210,43,115,90,1727,0,76,98,40
260,20190915,152,68,226,41,79,62,1476,0,81,98,47
260,20190916,134,83,162,64,8,6,490,55,92,98,75
260,20190917,116,63,179,36,49,39,1105,0,78,98,52
260,20190918,109,50,176,30,51,41,1141,0,78,97,48
260,20190919,116,59,176,40,61,49,1194,0,80,97,54
260,20190920,119,40,188,26,102,82,1567,0,70,98,42
260,20190921,158,75,237,42,114,92,1669,0,56,81,33
260,20190922,186,117,265,82,86,70,1385,27,66,96,47
260,20190923,160,111,195,89,42,34,879,14,84,97,55
260,20190924,150,138,174,126,0,0,397,53,85,94,75
260,20190925,153,129,171,119,2,2,464,8,88,95,73
260,20190926,159,135,183,127,0,0,218,73,91,95,87
260,20190927,155,132,184,123,63,53,933,12,83,93,65
260,20190928,155,138,175,131,33,28,690,20,81,92,73
260,20190929,150,131,169,126,1,1,274,121,90,95,81
260,20190930,143,130,175,117,50,43,897,59,84,92,62
260,20191001,151,104,183,100,14,12,565,74,90,95,79
260,20191002,105,81,141,61,73,63,1079,7,80,95,58
260,20191003,114,90,147,68,44,38,801,9,85,96,69
260,20191004,106,86,145,84,5,4,307,73,90,97,81
260,20191005,99,67,140,55,74,65,983,0,82,95,66
260,20191006,90,84,96,75,0,0,205,74,89,94,80
260,20191007,99,71,122,65,5,4,443,12,87,95,82
260,20191008,132,111,152,100,5,4,364,51,89,96,76
260,20191009,117,101,136,94,2,2,505,39,85,92,70
260,20191010,125,98,156,87,64,58,856,9,81,94,69
260,20191011,147,124,169,116,0,0,210,44,82,89,73
260,20191012,124,111,168,110,0,0,158,136,94,98,75
260,20191013,163,111,220,109,12,11,516,11,87,99,68
260,20191014,150,118,182,114,21,19,435,7,90,98,83
260,20191015,150,124,170,113,10,9,401,19,86,93,77
260,20191016,131,103,144,89,29,27,404,77,91,96,80
260,20191017,131,98,162,77,31,29,689,36,88,98,68
260,20191018,125,106,145,89,28,27,483,5,79,94,64
260,20191019,120,103,145,87,38,36,623,23,83,94,71
260,20191020,109,60,138,58,19,18,377,0,91,99,80
260,20191021,121,106,148,104,2,2,232,35,89,96,77
260,20191022,114,58,158,59,14,14,362,0,92,99,78
260,20191023,115,52,158,53,34,33,603,5,91,99,75
260,20191024,146,116,196,103,38,37,539,3,83,96,64
260,20191025,138,115,154,104,34,34,589,0,82,93,68
260,20191026,164,116,199,115,59,59,739,22,73,93,54
260,20191027,95,41,133,22,45,45,660,4,77,98,63
260,20191028,63,17,130,4,55,56,642,0,88,98,61
260,20191029,60,8,121,-19,81,82,788,0,83,98,62
260,20191030,45,5,104,-34,79,81,809,0,82,97,54
260,20191031,34,-6,101,-45,83,85,808,0,82,95,52
260,20191101,76,-7,134,-45,0,0,157,88,92,98,84
260,20191102,132,107,147,100,38,40,501,35,80,96,64
260,20191103,105,85,125,76,21,22,383,75,91,98,78
260,20191104,103,89,125,77,17,18,295,28,92,97,82
260,20191105,92,77,109,68,1,1,200,34,92,97,84
260,20191106,84,67,114,48,34,36,492,4,87,97,61
260,20191107,78,54,96,43,6,6,185,39,89,96,80
260,20191108,49,18,97,-15,80,87,669,0,90,98,75
260,20191109,68,19,107,-9,27,29,438,4,83,96,64
260,20191110,24,-13,94,-43,78,86,646,0,90,98,63
260,20191111,52,-1,79,-29,2,2,153,52,89,97,76
260,20191112,52,41,73,38,27,30,265,34,85,91,77
260,20191113,60,41,80,23,17,19,197,48,91,95,84
260,20191114,57,35,78,24,5,6,263,0,84,93,75
260,20191115,43,22,56,3,4,5,143,0,86,98,78
260,20191116,39,6,62,-7,2,2,288,0,88,98,78
260,20191117,47,7,81,-24,46,53,435,10,86,95,74
260,20191118,66,43,83,42,0,0,162,62,88,95,75
260,20191119,46,-11,77,-36,23,27,327,28,88,99,72
260,20191120,15,-25,66,-56,63,73,445,0,91,98,77
260,20191121,30,10,55,3,32,37,364,0,86,92,75
260,20191122,67,32,107,21,50,59,448,5,85,92,73
260,20191123,60,40,82,32,6,7,213,0,82,91,76
260,20191124,48,7,99,-15,49,58,371,0,94,99,78
260,20191125,72,56,106,22,37,44,343,0,93,99,81
260,20191126,96,71,115,68,0,0,107,29,92,96,85
260,20191127,104,96,119,92,6,7,159,66,88,95,77
260,20191128,93,71,107,63,0,0,97,116,90,95,69
260,20191129,43,-11,88,-41,33,40,296,1,82,97,64
260,20191130,9,-28,92,-53,62,76,403,0,91,98,66
260,20191201,2,-31,40,-56,49,60,369,0,94,98,84
260,20191202,45,-28,95,-57,24,30,286,15,91,98,76
260,20191203,49,6,82,-25,69,86,374,0,88,99,79
260,20191204,13,-25,69,-41,66,82,407,0,93,99,77
260,20191205,16,-21,43,-27,0,0,148,6,97,99,91
260,20191206,66,41,97,39,0,0,31,144,92,95,87
260,20191207,94,85,101,77,0,0,121,3,82,87,73
260,20191208,93,68,109,61,20,25,150,39,79,94,71
260,20191209,65,40,85,7,15,19,182,40,80,94,65
260,20191210,53,19,76,-7,58,74,347,0,76,88,68
260,20191211,64,48,78,42,3,4,145,43,91,95,78
260,20191212,45,30,58,19,62,79,353,20,85,94,76
260,20191213,48,32,71,31,0,0,89,82,90,96,79
260,20191214,60,48,81,38,15,19,194,50,78,94,62
260,20191215,72,48,88,39,30,39,235,16,77,93,65
260,20191216,70,41,86,29,0,0,79,38,91,98,84
260,20191217,99,45,147,21,13,17,154,15,84,98,66
260,20191218,68,55,87,30,39,50,269,0,88,94,82
260,20191219,106,64,135,55,59,76,300,11,81,89,73
260,20191220,103,77,125,64,4,5,81,20,76,88,71
260,20191221,72,52,85,40,2,3,125,6,84,92,78
260,20191222,78,64,91,61,0,0,66,119,92,96,85
260,20191223,79,65,92,56,13,17,165,5,85,93,79
260,20191224,83,58,104,49,0,0,77,69,88,96,80
260,20191225,78,65,94,57,28,36,234,12,86,94,77
260,20191226,58,48,69,36,0,0,100,12,90,96,83
260,20191227,33,-15,63,-45,63,81,370,20,87,96,69
260,20191228,-1,-34,30,-55,47,61,280,0,94,98,87
260,20191229,12,-15,34,-31,12,15,217,0,84,94,71
260,20191230,46,17,79,4,61,78,388,0,64,86,52
260,20191231,42,6,88,-20,58,74,362,0,93,99,73
260,20200101,8,-2,18,0,0,0,81,0,99,99,98
260,20200102,39,13,74,14,0,0,68,0,95,99,88
260,20200103,76,43,99,26,0,0,59,58,88,95,80
260,20200104,67,40,81,24,0,0,94,23,88,98,78
260,20200105,69,59,76,52,0,0,86,1,87,95,75
260,20200106,60,35,70,23,35,44,295,5,82,93,68
260,20200107,66,43,83,23,3,4,136,0,91,98,81
260,20200108,104,82,117,79,0,0,78,60,94,98,90
260,20200109,115,90,130,88,0,0,61,92,92,98,81
260,20200110,68,28,99,-7,13,16,188,10,86,97,71
260,20200111,60,18,74,-1,18,22,262,0,78,92,71
260,20200112,75,55,101,48,0,0,64,31,83,95,75
260,20200113,78,57,107,50,33,40,302,0,85,93,77
260,20200114,106,90,129,85,0,0,92,102,84,93,74
260,20200115,94,62,121,52,0,0,81,49,78,90,66
260,20200116,72,32,102,19,71,86,461,0,85,96,76
260,20200117,83,54,102,44,8,10,98,6,79,92,72
260,20200118,45,26,77,6,40,48,317,13,84,92,66
260,20200119,35,-11,82,-39,51,61,406,0,87,98,65
260,20200120,29,-21,70,-45,3,4,198,0,94,99,80
260,20200121,7,-14,21,-35,0,0,166,0,98,99,95
260,20200122,44,16,62,17,0,0,111,30,98,99,96
260,20200123,37,-17,68,-37,16,19,252,18,95,99,80
260,20200124,23,-6,35,-13,2,2,197,0,93,98,87
260,20200125,20,9,26,10,0,0,127,0,92,98,86
260,20200126,55,5,93,7,45,51,462,13,89,99,80
260,20200127,82,70,94,62,7,8,212,52,89,95,81
260,20200128,54,38,72,32,28,32,303,44,81,94,65
260,20200129,60,44,73,39,21,24,272,10,77,86,67
260,20200130,85,64,114,57,7,8,294,43,87,96,78
260,20200131,109,89,125,82,0,0,146,5,87,92,82
260,20200201,106,86,120,76,19,21,285,5,79,92,62
260,20200202,89,65,115,63,0,0,115,62,86,98,71
260,20200203,92,64,110,52,12,13,322,17,79,92,66
260,20200204,51,12,73,-15,19,21,290,35,84,98,70
260,20200205,48,-2,84,-27,56,60,607,0,82,98,63
260,20200206,50,20,96,-20,54,58,540,0,87,98,65
260,20200207,39,-9,78,-35,83,88,764,0,78,98,61
260,20200208,70,30,99,20,3,3,163,28,85,94,72
260,20200209,100,77,125,70,0,0,140,47,79,90,69
260,20200210,80,48,106,42,20,21,359,21,69,81,55
260,20200211,63,49,73,42,23,24,392,1,56,60,50
260,20200212,55,33,77,14,36,37,482,1,66,84,56
260,20200213,57,31,87,19,6,6,179,87,87,91,78
260,20200214,73,56,87,53,15,15,369,8,79,93,68
260,20200215,106,75,135,66,7,7,371,4,75,82,66
260,20200216,121,81,167,77,0,0,180,64,78,92,65
260,20200217,81,66,101,55,55,55,631,9,73,87,63
260,20200218,76,37,96,33,60,59,666,20,73,91,62
260,20200219,62,45,82,40,43,42,608,41,76,92,60
260,20200220,82,47,104,43,15,15,430,52,80,92,66
260,20200221,73,40,89,28,15,15,466,0,73,81,67
260,20200222,92,69,117,61,1,1,186,18,77,85,67
260,20200223,87,54,129,40,7,7,152,93,82,97,68
260,20200224,76,36,108,14,0,0,145,76,85,96,76
260,20200225,66,19,103,19,60,57,843,24,72,93,59
260,20200226,34,4,66,3,24,23,533,74,86,97,73
260,20200227,27,1,39,-12,0,0,196,74,89,95,80
260,20200228,46,19,84,-2,14,13,508,66,83,95,64
260,20200229,87,52,126,42,29,27,512,16,75,93,63
260,20200301,66,46,92,30,44,41,785,0,72,83,57
260,20200302,55,35,78,14,0,0,244,95,90,95,83
260,20200303,44,9,88,-9,70,64,915,15,83,97,65
260,20200304,65,35,105,23,61,55,907,6,79,95,59
260,20200305,55,44,68,41,0,0,280,100,90,94,81
260,20200306,62,38,85,22,11,10,674,49,80,93,68
260,20200307,66,-8,106,-30,64,57,959,0,76,97,56
